danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,like,track_name
0.72,0.263,7,-13.163,1,0.0389,0.637,0.221,0.0935,0.386,149.976,audio_features,0ujRx6K28DBerkTEvqlh5V,spotify:track:0ujRx6K28DBerkTEvqlh5V,https://api.spotify.com/v1/tracks/0ujRx6K28DBerkTEvqlh5V,https://api.spotify.com/v1/audio-analysis/0ujRx6K28DBerkTEvqlh5V,302272,4,1,Song Silly feat. Olivia Burrell
0.512,0.661,2,-10.514,1,0.0683,0.219,0.855,0.155,0.778,82.006,audio_features,2CsnpBAB8VQMTyPuws57ao,spotify:track:2CsnpBAB8VQMTyPuws57ao,https://api.spotify.com/v1/tracks/2CsnpBAB8VQMTyPuws57ao,https://api.spotify.com/v1/audio-analysis/2CsnpBAB8VQMTyPuws57ao,266040,4,1,Huit octobre 1971
0.364,0.561,4,-9.076,1,0.03,0.0776,0.000348,0.125,0.266,150.07,audio_features,5ZjV4yevHO1QhMw8AjyQbZ,spotify:track:5ZjV4yevHO1QhMw8AjyQbZ,https://api.spotify.com/v1/tracks/5ZjV4yevHO1QhMw8AjyQbZ,https://api.spotify.com/v1/audio-analysis/5ZjV4yevHO1QhMw8AjyQbZ,214800,3,1,Good Looking
0.73,0.355,10,-9.13,0,0.0359,0.154,0.00155,0.117,0.56,142.143,audio_features,5WbfFTuIldjL9x7W6y5l7R,spotify:track:5WbfFTuIldjL9x7W6y5l7R,https://api.spotify.com/v1/tracks/5WbfFTuIldjL9x7W6y5l7R,https://api.spotify.com/v1/audio-analysis/5WbfFTuIldjL9x7W6y5l7R,202653,4,1,Kingston
0.791,0.267,5,-11.997,1,0.0415,0.674,0.534,0.102,0.544,165.99,audio_features,01TyFEZu6mHbffsVfxgrFn,spotify:track:01TyFEZu6mHbffsVfxgrFn,https://api.spotify.com/v1/tracks/01TyFEZu6mHbffsVfxgrFn,https://api.spotify.com/v1/audio-analysis/01TyFEZu6mHbffsVfxgrFn,215111,4,1,Show Me How
0.692,0.421,4,-10.948,1,0.0295,0.666,0.147,0.104,0.832,96.982,audio_features,2dwvxOHnQjndZLowIR6PiS,spotify:track:2dwvxOHnQjndZLowIR6PiS,https://api.spotify.com/v1/tracks/2dwvxOHnQjndZLowIR6PiS,https://api.spotify.com/v1/audio-analysis/2dwvxOHnQjndZLowIR6PiS,225394,4,1,Seven
0.64,0.788,5,-7.867,1,0.0473,0.884,0.677,0.384,0.65,125.054,audio_features,3kB6mhLHqvKjcIEoy9DqiE,spotify:track:3kB6mhLHqvKjcIEoy9DqiE,https://api.spotify.com/v1/tracks/3kB6mhLHqvKjcIEoy9DqiE,https://api.spotify.com/v1/audio-analysis/3kB6mhLHqvKjcIEoy9DqiE,134442,4,1,Yellow
0.677,0.612,2,-10.154,1,0.0345,0.366,0.109,0.194,0.92,87.061,audio_features,3drrNJneJOCjQHcc9GlnQz,spotify:track:3drrNJneJOCjQHcc9GlnQz,https://api.spotify.com/v1/tracks/3drrNJneJOCjQHcc9GlnQz,https://api.spotify.com/v1/audio-analysis/3drrNJneJOCjQHcc9GlnQz,87779,3,1,Walk
0.331,0.552,5,-13.195,0,0.0341,0.0968,5.08e-06,0.236,0.452,140.857,audio_features,60mVBegbZZTphS4TzKCezF,spotify:track:60mVBegbZZTphS4TzKCezF,https://api.spotify.com/v1/tracks/60mVBegbZZTphS4TzKCezF,https://api.spotify.com/v1/audio-analysis/60mVBegbZZTphS4TzKCezF,259797,4,1,If You Feel Alone At Parties
0.562,0.494,4,-8.13,0,0.0278,0.864,0.0259,0.153,0.383,144.104,audio_features,7qFtcljd0PZ5kJZos70YjT,spotify:track:7qFtcljd0PZ5kJZos70YjT,https://api.spotify.com/v1/tracks/7qFtcljd0PZ5kJZos70YjT,https://api.spotify.com/v1/audio-analysis/7qFtcljd0PZ5kJZos70YjT,215516,4,1,chance with you
0.464,0.299,5,-11.424,1,0.0275,0.105,0.261,0.0911,0.116,95.548,audio_features,0uphGVj1uIticJK6gb2WnO,spotify:track:0uphGVj1uIticJK6gb2WnO,https://api.spotify.com/v1/tracks/0uphGVj1uIticJK6gb2WnO,https://api.spotify.com/v1/audio-analysis/0uphGVj1uIticJK6gb2WnO,201120,3,1,Hurts Me Too
0.601,0.509,11,-9.613,0,0.103,0.572,0.219,0.073,0.557,165.871,audio_features,59EiGiciwk8QMrYkrHxIUd,spotify:track:59EiGiciwk8QMrYkrHxIUd,https://api.spotify.com/v1/tracks/59EiGiciwk8QMrYkrHxIUd,https://api.spotify.com/v1/audio-analysis/59EiGiciwk8QMrYkrHxIUd,234213,4,1,Greener
0.71,0.699,3,-9.472,1,0.0502,0.479,0.00255,0.0967,0.842,108.976,audio_features,5xz9GcQI6wDVjSFneT8J6n,spotify:track:5xz9GcQI6wDVjSFneT8J6n,https://api.spotify.com/v1/tracks/5xz9GcQI6wDVjSFneT8J6n,https://api.spotify.com/v1/audio-analysis/5xz9GcQI6wDVjSFneT8J6n,120000,4,1,Don't Trust Me
0.61,0.295,7,-10.585,1,0.0358,0.587,1.84e-06,0.231,0.582,90.17,audio_features,3XLjmLKO9mLCxZZgDDFY8z,spotify:track:3XLjmLKO9mLCxZZgDDFY8z,https://api.spotify.com/v1/tracks/3XLjmLKO9mLCxZZgDDFY8z,https://api.spotify.com/v1/audio-analysis/3XLjmLKO9mLCxZZgDDFY8z,119250,4,1,Julian 19
0.583,0.706,10,-5.603,1,0.0348,0.276,1.7e-05,0.0922,0.369,122.142,audio_features,2GpkEkmkg2GJSOaZCZqlOx,spotify:track:2GpkEkmkg2GJSOaZCZqlOx,https://api.spotify.com/v1/tracks/2GpkEkmkg2GJSOaZCZqlOx,https://api.spotify.com/v1/audio-analysis/2GpkEkmkg2GJSOaZCZqlOx,213725,4,1,The London Air Raids
0.558,0.465,9,-10.875,1,0.0597,0.674,0.0511,0.277,0.626,106.086,audio_features,3bPjuhFTlz10kZzlIPVbyC,spotify:track:3bPjuhFTlz10kZzlIPVbyC,https://api.spotify.com/v1/tracks/3bPjuhFTlz10kZzlIPVbyC,https://api.spotify.com/v1/audio-analysis/3bPjuhFTlz10kZzlIPVbyC,236691,4,1,Farelos
0.613,0.439,2,-6.523,1,0.026,0.506,0.0012,0.102,0.463,90.086,audio_features,1fPgAlasrmolLvq1vDtkq3,spotify:track:1fPgAlasrmolLvq1vDtkq3,https://api.spotify.com/v1/tracks/1fPgAlasrmolLvq1vDtkq3,https://api.spotify.com/v1/audio-analysis/1fPgAlasrmolLvq1vDtkq3,255907,4,1,Better For Me
0.487,0.289,4,-15.766,1,0.034,0.828,9.29e-06,0.0902,0.22,108.131,audio_features,5EAPbYyAnuOUG4EICxgBlU,spotify:track:5EAPbYyAnuOUG4EICxgBlU,https://api.spotify.com/v1/tracks/5EAPbYyAnuOUG4EICxgBlU,https://api.spotify.com/v1/audio-analysis/5EAPbYyAnuOUG4EICxgBlU,165840,4,1,So Nice So Smart
0.651,0.321,0,-18.721,1,0.0786,0.83,0.889,0.106,0.0468,95.076,audio_features,1bZP9KqLuqpH51I43LpJcw,spotify:track:1bZP9KqLuqpH51I43LpJcw,https://api.spotify.com/v1/tracks/1bZP9KqLuqpH51I43LpJcw,https://api.spotify.com/v1/audio-analysis/1bZP9KqLuqpH51I43LpJcw,54787,4,1,Up the Spout
0.605,0.811,10,-2.341,1,0.0316,0.00367,0.000116,0.135,0.548,108.992,audio_features,6oqJLFTbJ6PkgPfU0Mtjix,spotify:track:6oqJLFTbJ6PkgPfU0Mtjix,https://api.spotify.com/v1/tracks/6oqJLFTbJ6PkgPfU0Mtjix,https://api.spotify.com/v1/audio-analysis/6oqJLFTbJ6PkgPfU0Mtjix,276507,4,1,On the Other Side
0.815,0.653,2,-10.443,1,0.189,0.216,5.86e-05,0.104,0.962,105.193,audio_features,4QeXQ6EfI0rCsZEoDS7NtF,spotify:track:4QeXQ6EfI0rCsZEoDS7NtF,https://api.spotify.com/v1/tracks/4QeXQ6EfI0rCsZEoDS7NtF,https://api.spotify.com/v1/audio-analysis/4QeXQ6EfI0rCsZEoDS7NtF,74286,4,1,Bird Tutorial
0.721,0.697,2,-5.891,1,0.0284,0.00096,0.0106,0.212,0.898,130.051,audio_features,6pjJUY0O4XgrYFGf9SwD7u,spotify:track:6pjJUY0O4XgrYFGf9SwD7u,https://api.spotify.com/v1/tracks/6pjJUY0O4XgrYFGf9SwD7u,https://api.spotify.com/v1/audio-analysis/6pjJUY0O4XgrYFGf9SwD7u,140084,3,1,Wet Dream
0.491,0.372,0,-10.322,1,0.0315,0.4,0.0,0.0944,0.813,80.728,audio_features,4Swny18O6OSmj521UYbZa8,spotify:track:4Swny18O6OSmj521UYbZa8,https://api.spotify.com/v1/tracks/4Swny18O6OSmj521UYbZa8,https://api.spotify.com/v1/audio-analysis/4Swny18O6OSmj521UYbZa8,169301,4,1,Where the Sidewalk Ends
0.717,0.567,7,-9.166,1,0.0329,0.6,4.85e-06,0.205,0.728,114.976,audio_features,3bpGAsjsCIMTz98E7injb2,spotify:track:3bpGAsjsCIMTz98E7injb2,https://api.spotify.com/v1/tracks/3bpGAsjsCIMTz98E7injb2,https://api.spotify.com/v1/audio-analysis/3bpGAsjsCIMTz98E7injb2,294261,4,1,Impostor Syndrome
0.747,0.364,0,-8.12,1,0.0276,0.407,0.00909,0.106,0.843,86.594,audio_features,2EOesbsiDlVDeeXbbKMDiE,spotify:track:2EOesbsiDlVDeeXbbKMDiE,https://api.spotify.com/v1/tracks/2EOesbsiDlVDeeXbbKMDiE,https://api.spotify.com/v1/audio-analysis/2EOesbsiDlVDeeXbbKMDiE,235667,4,1,It's Got To Be You
0.829,0.435,0,-10.136,1,0.0515,0.0363,0.881,0.119,0.594,103.817,audio_features,2lwi35A2ym3FAmSlvOGnQp,spotify:track:2lwi35A2ym3FAmSlvOGnQp,https://api.spotify.com/v1/tracks/2lwi35A2ym3FAmSlvOGnQp,https://api.spotify.com/v1/audio-analysis/2lwi35A2ym3FAmSlvOGnQp,230147,4,1,So Good At Being in Trouble
0.662,0.184,8,-11.103,1,0.0329,0.874,0.000207,0.107,0.36,128.078,audio_features,5Go4hsetiQKICFWV7ougTL,spotify:track:5Go4hsetiQKICFWV7ougTL,https://api.spotify.com/v1/tracks/5Go4hsetiQKICFWV7ougTL,https://api.spotify.com/v1/audio-analysis/5Go4hsetiQKICFWV7ougTL,175781,4,1,Mouth Log
0.505,0.458,7,-7.87,1,0.0392,0.217,0.0,0.116,0.17,123.922,audio_features,3AbV3JF0bJAZXeHEJZfpke,spotify:track:3AbV3JF0bJAZXeHEJZfpke,https://api.spotify.com/v1/tracks/3AbV3JF0bJAZXeHEJZfpke,https://api.spotify.com/v1/audio-analysis/3AbV3JF0bJAZXeHEJZfpke,301773,4,1,4 Seasons
0.473,0.757,7,-4.971,1,0.03,0.000793,3.79e-05,0.363,0.635,95.988,audio_features,4TYhz3RzskVCa4tO3afAed,spotify:track:4TYhz3RzskVCa4tO3afAed,https://api.spotify.com/v1/tracks/4TYhz3RzskVCa4tO3afAed,https://api.spotify.com/v1/audio-analysis/4TYhz3RzskVCa4tO3afAed,226769,4,1,Greens and Blues
0.506,0.604,9,-4.179,1,0.0283,0.0138,0.427,0.0435,0.347,110.921,audio_features,4yVixayMpxm2MUGOePA192,spotify:track:4yVixayMpxm2MUGOePA192,https://api.spotify.com/v1/tracks/4yVixayMpxm2MUGOePA192,https://api.spotify.com/v1/audio-analysis/4yVixayMpxm2MUGOePA192,221627,4,1,Modern Girls & Old Fashion Men
0.766,0.806,8,-10.011,1,0.0403,0.124,0.171,0.119,0.76,123.51,audio_features,1UcgqK04vVmW8aXV2OxGiZ,spotify:track:1UcgqK04vVmW8aXV2OxGiZ,https://api.spotify.com/v1/tracks/1UcgqK04vVmW8aXV2OxGiZ,https://api.spotify.com/v1/audio-analysis/1UcgqK04vVmW8aXV2OxGiZ,165227,4,1,Swim and Sleep (Like a Shark)
0.481,0.328,0,-13.428,1,0.0337,0.83,0.0566,0.115,0.102,113.547,audio_features,28y750mmZ90J6ss2RLQNK7,spotify:track:28y750mmZ90J6ss2RLQNK7,https://api.spotify.com/v1/tracks/28y750mmZ90J6ss2RLQNK7,https://api.spotify.com/v1/audio-analysis/28y750mmZ90J6ss2RLQNK7,205760,4,1,A Moment Of Mystery (feat. Toro y Moi)
0.32,0.359,3,-13.092,1,0.0657,0.928,0.878,0.121,0.141,176.757,audio_features,5c2GGeTb04EqiYksmQYf3i,spotify:track:5c2GGeTb04EqiYksmQYf3i,https://api.spotify.com/v1/tracks/5c2GGeTb04EqiYksmQYf3i,https://api.spotify.com/v1/audio-analysis/5c2GGeTb04EqiYksmQYf3i,200213,4,1,Way Out
0.758,0.278,11,-16.436,1,0.113,0.779,9.62e-05,0.0843,0.8,125.013,audio_features,5Q03AJdtfazFoenDKCzVlt,spotify:track:5Q03AJdtfazFoenDKCzVlt,https://api.spotify.com/v1/tracks/5Q03AJdtfazFoenDKCzVlt,https://api.spotify.com/v1/audio-analysis/5Q03AJdtfazFoenDKCzVlt,204480,4,1,Persephone
0.547,0.392,3,-11.425,1,0.028,0.552,0.416,0.107,0.214,131.969,audio_features,0XzVFPCmBmQuNjshP49T1R,spotify:track:0XzVFPCmBmQuNjshP49T1R,https://api.spotify.com/v1/tracks/0XzVFPCmBmQuNjshP49T1R,https://api.spotify.com/v1/audio-analysis/0XzVFPCmBmQuNjshP49T1R,233773,4,1,Where The Rocks Are
0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,audio_features,51Grh1RyUDcMBbpuyUIUHI,spotify:track:51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI,161929,3,1,rises the moon
0.214,0.12,4,-15.194,0,0.0418,0.972,0.0491,0.163,0.172,148.537,audio_features,17pvb27WY2xJfSAgLNJ5Nx,spotify:track:17pvb27WY2xJfSAgLNJ5Nx,https://api.spotify.com/v1/tracks/17pvb27WY2xJfSAgLNJ5Nx,https://api.spotify.com/v1/audio-analysis/17pvb27WY2xJfSAgLNJ5Nx,185344,4,1,But You - Acoustic
0.927,0.551,9,-6.624,0,0.0921,0.42,0.0346,0.298,0.665,123.042,audio_features,61Ivix5DTnDPVjp1dgLyov,spotify:track:61Ivix5DTnDPVjp1dgLyov,https://api.spotify.com/v1/tracks/61Ivix5DTnDPVjp1dgLyov,https://api.spotify.com/v1/audio-analysis/61Ivix5DTnDPVjp1dgLyov,280878,4,1,Disco Yes
0.689,0.554,9,-6.57,1,0.028,0.16,0.00187,0.133,0.432,105.472,audio_features,7kWWuhfyBBX3vl38ZHXDzq,spotify:track:7kWWuhfyBBX3vl38ZHXDzq,https://api.spotify.com/v1/tracks/7kWWuhfyBBX3vl38ZHXDzq,https://api.spotify.com/v1/audio-analysis/7kWWuhfyBBX3vl38ZHXDzq,238185,4,1,Impressions of You
0.383,0.513,6,-5.377,0,0.0278,0.125,0.000123,0.241,0.388,108.536,audio_features,5HaTv6nHDSVO1LqjwoP7RA,spotify:track:5HaTv6nHDSVO1LqjwoP7RA,https://api.spotify.com/v1/tracks/5HaTv6nHDSVO1LqjwoP7RA,https://api.spotify.com/v1/audio-analysis/5HaTv6nHDSVO1LqjwoP7RA,254520,4,1,Another Weekend
0.361,0.427,10,-10.947,1,0.0341,0.354,1.1e-06,0.179,0.545,62.69,audio_features,5pdHlnuTzv7iGdx94raXeK,spotify:track:5pdHlnuTzv7iGdx94raXeK,https://api.spotify.com/v1/tracks/5pdHlnuTzv7iGdx94raXeK,https://api.spotify.com/v1/audio-analysis/5pdHlnuTzv7iGdx94raXeK,147500,3,1,Palito Bombón Helado
0.611,0.453,4,-8.366,1,0.0296,0.533,1.78e-05,0.115,0.4,130.925,audio_features,6B1Q7hi48RVUvak1SLoiJX,spotify:track:6B1Q7hi48RVUvak1SLoiJX,https://api.spotify.com/v1/tracks/6B1Q7hi48RVUvak1SLoiJX,https://api.spotify.com/v1/audio-analysis/6B1Q7hi48RVUvak1SLoiJX,222122,4,1,Venus Flytrap
0.744,0.516,9,-7.445,1,0.044,0.00166,0.0282,0.0888,0.621,128.025,audio_features,3olsCCPxBZp7hjd0pk67DP,spotify:track:3olsCCPxBZp7hjd0pk67DP,https://api.spotify.com/v1/tracks/3olsCCPxBZp7hjd0pk67DP,https://api.spotify.com/v1/audio-analysis/3olsCCPxBZp7hjd0pk67DP,258413,4,1,Lonely Mess
0.637,0.53,4,-7.53,1,0.0301,0.529,0.0144,0.109,0.363,87.034,audio_features,0c0uFehhA1ekbQmqZ0HKeb,spotify:track:0c0uFehhA1ekbQmqZ0HKeb,https://api.spotify.com/v1/tracks/0c0uFehhA1ekbQmqZ0HKeb,https://api.spotify.com/v1/audio-analysis/0c0uFehhA1ekbQmqZ0HKeb,193803,4,1,hideous
0.522,0.533,11,-6.71,0,0.36,0.599,0.00206,0.11,0.293,189.869,audio_features,2xyYb4fBQgb9I9SRsEeX70,spotify:track:2xyYb4fBQgb9I9SRsEeX70,https://api.spotify.com/v1/tracks/2xyYb4fBQgb9I9SRsEeX70,https://api.spotify.com/v1/audio-analysis/2xyYb4fBQgb9I9SRsEeX70,280514,4,1,Buenos Días
0.591,0.545,10,-10.724,1,0.0278,0.877,0.413,0.0825,0.121,111.601,audio_features,3t98tVLXMNEnqIZggbCs8k,spotify:track:3t98tVLXMNEnqIZggbCs8k,https://api.spotify.com/v1/tracks/3t98tVLXMNEnqIZggbCs8k,https://api.spotify.com/v1/audio-analysis/3t98tVLXMNEnqIZggbCs8k,120833,4,1,White Light Doorway
0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,audio_features,75FEaRjZTKLhTrFGsfMUXR,spotify:track:75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/tracks/75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/audio-analysis/75FEaRjZTKLhTrFGsfMUXR,298933,4,1,Running Up That Hill (A Deal With God)
0.585,0.347,4,-13.157,0,0.0925,0.454,1.66e-06,0.107,0.501,109.214,audio_features,5CAztXp7af5FZR9Gbnnwk2,spotify:track:5CAztXp7af5FZR9Gbnnwk2,https://api.spotify.com/v1/tracks/5CAztXp7af5FZR9Gbnnwk2,https://api.spotify.com/v1/audio-analysis/5CAztXp7af5FZR9Gbnnwk2,195067,4,1,Volta e Meia
0.373,0.419,6,-12.758,1,0.0397,0.847,0.189,0.0966,0.408,64.048,audio_features,7JCKVhqAEmhXeYkCvfhfT6,spotify:track:7JCKVhqAEmhXeYkCvfhfT6,https://api.spotify.com/v1/tracks/7JCKVhqAEmhXeYkCvfhfT6,https://api.spotify.com/v1/audio-analysis/7JCKVhqAEmhXeYkCvfhfT6,223667,4,1,Tempo Para Cantar
0.279,0.149,9,-18.054,0,0.042,0.99,0.91,0.112,0.0924,66.001,audio_features,1H9A0bi9DIIgGRgnJxQ5KP,spotify:track:1H9A0bi9DIIgGRgnJxQ5KP,https://api.spotify.com/v1/tracks/1H9A0bi9DIIgGRgnJxQ5KP,https://api.spotify.com/v1/audio-analysis/1H9A0bi9DIIgGRgnJxQ5KP,286169,3,1,De Toujours
0.324,0.696,1,-8.044,0,0.115,0.0321,0.00228,0.113,0.739,196.423,audio_features,12H9Ptlcu2kfDOmpiooC00,spotify:track:12H9Ptlcu2kfDOmpiooC00,https://api.spotify.com/v1/tracks/12H9Ptlcu2kfDOmpiooC00,https://api.spotify.com/v1/audio-analysis/12H9Ptlcu2kfDOmpiooC00,338453,4,1,Waking Up
0.54,0.912,1,-5.678,1,0.0376,0.000108,0.00298,0.134,0.839,146.033,audio_features,0Ih55K62jZIbeTysGHJkW0,spotify:track:0Ih55K62jZIbeTysGHJkW0,https://api.spotify.com/v1/tracks/0Ih55K62jZIbeTysGHJkW0,https://api.spotify.com/v1/audio-analysis/0Ih55K62jZIbeTysGHJkW0,272933,4,1,Little Girl (feat. Julian Casablancas)
0.172,0.904,11,-6.603,0,0.0748,0.0583,8.81e-06,0.245,0.461,199.978,audio_features,0y8uWWRKZrJgbsfy1oUOeF,spotify:track:0y8uWWRKZrJgbsfy1oUOeF,https://api.spotify.com/v1/tracks/0y8uWWRKZrJgbsfy1oUOeF,https://api.spotify.com/v1/audio-analysis/0y8uWWRKZrJgbsfy1oUOeF,317507,3,1,For Jasmine
0.505,0.199,1,-17.575,1,0.0302,0.885,0.046,0.115,0.138,112.186,audio_features,4iBEgHxRXQdR2TPCnYvbzK,spotify:track:4iBEgHxRXQdR2TPCnYvbzK,https://api.spotify.com/v1/tracks/4iBEgHxRXQdR2TPCnYvbzK,https://api.spotify.com/v1/audio-analysis/4iBEgHxRXQdR2TPCnYvbzK,233227,3,1,We're Gonna Rise
0.687,0.471,9,-12.324,1,0.0399,0.127,0.00879,0.286,0.896,145.096,audio_features,1UdgyLAUlbEJb59mgycaTs,spotify:track:1UdgyLAUlbEJb59mgycaTs,https://api.spotify.com/v1/tracks/1UdgyLAUlbEJb59mgycaTs,https://api.spotify.com/v1/audio-analysis/1UdgyLAUlbEJb59mgycaTs,193655,4,1,Somebody's Baby
0.588,0.284,7,-10.678,1,0.032,0.7,0.00624,0.12,0.146,89.887,audio_features,3HFvdapu8PAw0zHHu5g6Bv,spotify:track:3HFvdapu8PAw0zHHu5g6Bv,https://api.spotify.com/v1/tracks/3HFvdapu8PAw0zHHu5g6Bv,https://api.spotify.com/v1/audio-analysis/3HFvdapu8PAw0zHHu5g6Bv,248149,4,1,Cobalt
0.708,0.502,9,-9.216,0,0.0565,0.774,0.0024,0.112,0.765,93.978,audio_features,5dUhsIOT08kRzJHgbD9Mxz,spotify:track:5dUhsIOT08kRzJHgbD9Mxz,https://api.spotify.com/v1/tracks/5dUhsIOT08kRzJHgbD9Mxz,https://api.spotify.com/v1/audio-analysis/5dUhsIOT08kRzJHgbD9Mxz,194040,4,1,Más Triste Que Shinji Ikari
0.463,0.743,4,-4.824,1,0.214,0.308,0.0,0.295,0.654,191.308,audio_features,2pArMyoizQWePdLlACOLro,spotify:track:2pArMyoizQWePdLlACOLro,https://api.spotify.com/v1/tracks/2pArMyoizQWePdLlACOLro,https://api.spotify.com/v1/audio-analysis/2pArMyoizQWePdLlACOLro,148453,4,1,Ball of the Dead Rat
0.57,0.745,1,-5.12,0,0.0352,0.149,0.0161,0.197,0.359,75.016,audio_features,2RWu376Uw8MKs1gTkHuY0n,spotify:track:2RWu376Uw8MKs1gTkHuY0n,https://api.spotify.com/v1/tracks/2RWu376Uw8MKs1gTkHuY0n,https://api.spotify.com/v1/audio-analysis/2RWu376Uw8MKs1gTkHuY0n,230253,4,1,Are You a Magician?
0.546,0.578,10,-8.631,1,0.0346,0.109,0.111,0.21,0.38,138.007,audio_features,64toSnvjyXFlrUWygc6Ofs,spotify:track:64toSnvjyXFlrUWygc6Ofs,https://api.spotify.com/v1/tracks/64toSnvjyXFlrUWygc6Ofs,https://api.spotify.com/v1/audio-analysis/64toSnvjyXFlrUWygc6Ofs,235507,3,1,Blasphémie
0.672,0.508,2,-8.283,1,0.0346,0.178,0.775,0.101,0.408,120.04,audio_features,7KYUJJyXHu7zqqdlXhliw7,spotify:track:7KYUJJyXHu7zqqdlXhliw7,https://api.spotify.com/v1/tracks/7KYUJJyXHu7zqqdlXhliw7,https://api.spotify.com/v1/audio-analysis/7KYUJJyXHu7zqqdlXhliw7,118974,4,1,Avocado Toast
0.351,0.316,11,-9.984,0,0.0319,0.82,0.715,0.12,0.246,112.011,audio_features,4RTUntylMrSJinBpU5hFtZ,spotify:track:4RTUntylMrSJinBpU5hFtZ,https://api.spotify.com/v1/tracks/4RTUntylMrSJinBpU5hFtZ,https://api.spotify.com/v1/audio-analysis/4RTUntylMrSJinBpU5hFtZ,136979,3,1,Bijie Dream
0.504,0.58,1,-5.917,1,0.0279,0.0101,0.491,0.071,0.585,157.026,audio_features,1NjzNt18LlNTuJYErYGvbQ,spotify:track:1NjzNt18LlNTuJYErYGvbQ,https://api.spotify.com/v1/tracks/1NjzNt18LlNTuJYErYGvbQ,https://api.spotify.com/v1/audio-analysis/1NjzNt18LlNTuJYErYGvbQ,314391,4,1,She Needs Him
0.584,0.714,4,-6.984,1,0.0318,0.101,7.06e-05,0.0885,0.599,150.01,audio_features,1IvH48CWwIjJY9CHclEGm9,spotify:track:1IvH48CWwIjJY9CHclEGm9,https://api.spotify.com/v1/tracks/1IvH48CWwIjJY9CHclEGm9,https://api.spotify.com/v1/audio-analysis/1IvH48CWwIjJY9CHclEGm9,215655,4,1,Problems
0.519,0.767,10,-4.828,1,0.0327,0.475,0.328,0.284,0.564,135.229,audio_features,2L9tyXZdphjAAOitQrjIp3,spotify:track:2L9tyXZdphjAAOitQrjIp3,https://api.spotify.com/v1/tracks/2L9tyXZdphjAAOitQrjIp3,https://api.spotify.com/v1/audio-analysis/2L9tyXZdphjAAOitQrjIp3,172360,4,1,Adélaïde
0.703,0.578,1,-9.103,1,0.0728,0.446,0.0024,0.102,0.67,105.204,audio_features,2FwDApgXk91kXvqy2oB7dz,spotify:track:2FwDApgXk91kXvqy2oB7dz,https://api.spotify.com/v1/tracks/2FwDApgXk91kXvqy2oB7dz,https://api.spotify.com/v1/audio-analysis/2FwDApgXk91kXvqy2oB7dz,252734,4,1,Simulation Swarm
0.677,0.373,1,-14.525,0,0.149,0.299,3.16e-06,0.364,0.497,155.935,audio_features,3ibni3TQ1M9S8tciqbXU4I,spotify:track:3ibni3TQ1M9S8tciqbXU4I,https://api.spotify.com/v1/tracks/3ibni3TQ1M9S8tciqbXU4I,https://api.spotify.com/v1/audio-analysis/3ibni3TQ1M9S8tciqbXU4I,187030,3,1,Register Girl
0.778,0.639,6,-5.985,0,0.0292,0.179,0.000934,0.322,0.543,119.977,audio_features,4EVpdoFt3L6sAa4hivmWz9,spotify:track:4EVpdoFt3L6sAa4hivmWz9,https://api.spotify.com/v1/tracks/4EVpdoFt3L6sAa4hivmWz9,https://api.spotify.com/v1/audio-analysis/4EVpdoFt3L6sAa4hivmWz9,223440,4,1,Pass The Hours
0.229,0.456,3,-9.566,1,0.0354,0.127,0.162,0.097,0.271,199.935,audio_features,1wR6F2NFDjBlDAYEHnAPS9,spotify:track:1wR6F2NFDjBlDAYEHnAPS9,https://api.spotify.com/v1/tracks/1wR6F2NFDjBlDAYEHnAPS9,https://api.spotify.com/v1/audio-analysis/1wR6F2NFDjBlDAYEHnAPS9,278413,3,1,Is There a Place I Can Go
0.362,0.871,2,-6.546,1,0.0502,0.0365,0.000256,0.114,0.526,151.722,audio_features,7KwJrAQMoJyUEBes3evMLv,spotify:track:7KwJrAQMoJyUEBes3evMLv,https://api.spotify.com/v1/tracks/7KwJrAQMoJyUEBes3evMLv,https://api.spotify.com/v1/audio-analysis/7KwJrAQMoJyUEBes3evMLv,134080,4,1,Orpheus Under the Influence
0.737,0.71,2,-7.075,1,0.0822,0.127,0.00398,0.128,0.885,79.78,audio_features,1er9c2krHUtKZMu2mek6CD,spotify:track:1er9c2krHUtKZMu2mek6CD,https://api.spotify.com/v1/tracks/1er9c2krHUtKZMu2mek6CD,https://api.spotify.com/v1/audio-analysis/1er9c2krHUtKZMu2mek6CD,259250,4,1,unconditional
0.869,0.269,0,-14.878,1,0.0707,0.187,0.24,0.103,0.478,127.816,audio_features,4XXeZ75Fb1olj58drECutq,spotify:track:4XXeZ75Fb1olj58drECutq,https://api.spotify.com/v1/tracks/4XXeZ75Fb1olj58drECutq,https://api.spotify.com/v1/audio-analysis/4XXeZ75Fb1olj58drECutq,184413,4,1,Walking In The Dark
